id,name,lastname,price,flycode,typePassenger,statusFlight
565,Callie,Parra,10000.000000,BR3456J,economica,Demorado
302,Callie,Soto,50000.000000,GU2345F,economica,En Vuelo
339,Caren,Aguilera,15000.000000,GU2345F,economica,En Vuelo
259,Carine,Ortiz,33000.000000,GU2345F,premium,En Vuelo
402,Caritta,Molina,12000.000000,HY4567D,economica,Demorado
449,Carleton,Torres,15000.000000,FR5678G,premium,En Horario
288,Carley,Bustamante,12000.000000,GU2345F,ejecutiva,En Vuelo
32,Carline,Olivares,12000.000000,IB0800A,premium,Aterrizado
289,Carlye,Toro,37000.000000,GU2345F,ejecutiva,En Vuelo
348,Carma,Salinas,33000.000000,GU2345F,economica,En Vuelo
31,Carroll,Orellana,42000.000000,IB0800A,premium,Aterrizado
444,Cassandry,Ruiz,33000.000000,IB0800A,economica,Aterrizado
97,Cathrin,Figueroa,30000.000000,IB0800A,economica,Aterrizado
178,Catriona,Vega,42000.000000,TU6789B,ejecutiva,Aterrizado
529,Cecil,Silva,37000.000000,FR5678G,economica,En Horario
323,Ced,Riquelme,20000.000000,BA2491A,economica,Aterrizado
392,Cesaro,Carrasco,30000.000000,HY4567D,economica,Demorado
510,Chad,Alvarado,15000.000000,FR5678G,economica,En Horario
174,Chalmers,Miranda,10000.000000,BA2491A,economica,Aterrizado
161,Channa,Valenzuela,50000.000000,TU6789B,ejecutiva,Aterrizado
240,Charil,Castro,33000.000000,MM0987B,ejecutiva,En Horario
184,Charin,Ortiz,12000.000000,TU6789B,economica,Aterrizado
193,Charisse,Vargas,50000.000000,TU6789B,economica,Aterrizado
316,Charles,Pizarro,42000.000000,GU2345F,economica,En Vuelo
448,Chen,Navarro,37000.000000,FR5678G,premium,En Horario
71,Cherrita,Romero,33000.000000,MM0987B,ejecutiva,En Horario
271,Chrissy,Ruiz,18000.000000,GU2345F,ejecutiva,En Vuelo
175,Christiano,Bravo,50000.000000,BA2491A,economica,Aterrizado
324,Christie,Miranda,18000.000000,BA2491A,economica,Aterrizado
508,Christina,Carvajal,37000.000000,FR5678G,economica,En Horario
292,Chrisy,Guerrero,15000.000000,GU2345F,ejecutiva,En Vuelo
257,Chuck,Olivares,33000.000000,GU2345F,premium,En Vuelo
436,Cinda,Donoso,42000.000000,HY4567D,economica,Demorado
76,Cindelyn,Rojas,12000.000000,IB0800A,economica,Aterrizado
397,Cindi,Figueroa,12000.000000,HY4567D,economica,Demorado
9,Cirillo,Flores,50000.000000,MM0987B,premium,En Horario
125,Cissiee,Lagos,18000.000000,BA2491A,economica,Aterrizado
103,Clair,Vega,37000.000000,IB0800A,economica,Aterrizado
248,Clair,Riquelme,42000.000000,TU6789B,economica,Aterrizado
177,Cleo,Molina,50000.000000,BA2491A,economica,Aterrizado
577,Clerissa,Bustos,15000.000000,BR3456J,economica,Demorado
223,Clywd,Navarro,33000.000000,TU6789B,economica,Aterrizado
185,Coleman,Garrido,33000.000000,TU6789B,economica,Aterrizado
261,Coleman,Salazar,25000.000000,GU2345F,premium,En Vuelo
506,Conan,Moreno,20000.000000,FR5678G,economica,En Horario
539,Conant,Reyes,37000.000000,FR5678G,economica,En Horario
300,Conrado,Ramos,50000.000000,GU2345F,economica,En Vuelo
366,Corabelle,Venegas,37000.000000,HY4567D,premium,Demorado
82,Corbin,Torres,42000.000000,BA2491A,ejecutiva,Aterrizado
83,Coreen,Araya,18000.000000,IB0800A,economica,Aterrizado
34,Corina,Ortiz,37000.000000,MM0987B,premium,En Horario
206,Cornie,Moreno,15000.000000,TU6789B,economica,Aterrizado
351,Corrina,Maldonado,15000.000000,HY4567D,premium,Demorado
513,Corrina,Bustamante,50000.000000,FR5678G,economica,En Horario
228,Crawford,Contreras,12000.000000,BA2491A,economica,Aterrizado
47,Cristie,Vidal,25000.000000,IB0800A,ejecutiva,Aterrizado
471,Crosby,Rivera,12000.000000,FR5678G,ejecutiva,En Horario
552,Curry,Molina,20000.000000,MM0987B,economica,En Horario
368,Cyndia,Mendoza,33000.000000,HY4567D,premium,Demorado
485,Daffi,Garrido,12000.000000,FR5678G,ejecutiva,En Horario
30,Dagmar,Sandoval,25000.000000,IB0800A,premium,Aterrizado
79,Dante,Silva,30000.000000,BA2491A,ejecutiva,Aterrizado
312,Danya,Castillo,25000.000000,GU2345F,economica,En Vuelo
187,Davide,Saavedra,42000.000000,TU6789B,economica,Aterrizado
460,Davidson,Espinoza,37000.000000,FR5678G,premium,En Horario
270,Davon,Escobar,20000.000000,GU2345F,ejecutiva,En Vuelo
598,Dawn,Navarro,37000.000000,BA2491A,economica,Aterrizado
180,Ddene,Sandoval,12000.000000,TU6789B,ejecutiva,Aterrizado
603,De witt,Alonso,12000.000000,MM0987B,economica,En Horario
566,Debby,Romero,18000.000000,IB0800A,economica,Aterrizado
38,Deeyn,Navarro,20000.000000,MM0987B,premium,En Horario
355,Delaney,Palma,50000.000000,HY4567D,premium,Demorado
583,Delila,Carvajal,20000.000000,MM0987B,economica,En Horario
322,Delmar,Figueroa,42000.000000,BA2491A,economica,Aterrizado
335,Delmore,Garrido,33000.000000,GU2345F,economica,En Vuelo
231,Demeter,Fuentes,10000.000000,TU6789B,economica,Aterrizado
224,Deni,Torres,42000.000000,TU6789B,economica,Aterrizado
250,Dennie,Bravo,42000.000000,TU6789B,economica,Aterrizado
319,Dennison,Jara,25000.000000,GU2345F,economica,En Vuelo
326,Deny,Vera,18000.000000,GU2345F,economica,En Vuelo
102,Devi,Molina,25000.000000,IB0800A,economica,Aterrizado
524,Devonna,Torres,18000.000000,FR5678G,economica,En Horario
87,Dianna,Castillo,20000.000000,IB0800A,economica,Aterrizado
99,Didi,Miranda,15000.000000,IB0800A,economica,Aterrizado
330,Domini,Sandoval,18000.000000,GU2345F,economica,En Vuelo
43,Dominica,Vargas,33000.000000,IB0800A,premium,Aterrizado
209,Dominique,Navarrete,37000.000000,TU6789B,economica,Aterrizado
149,Donal,Torres,18000.000000,TU6789B,ejecutiva,Aterrizado
196,Donaugh,Ruiz,12000.000000,BA2491A,economica,Aterrizado
568,Dorette,Vargas,37000.000000,IB0800A,economica,Aterrizado
455,Dorian,Morales,15000.000000,FR5678G,premium,En Horario
376,Dorotea,Rojas,10000.000000,HY4567D,ejecutiva,Demorado
296,Dorothea,Romero,15000.000000,GU2345F,economica,En Vuelo
395,Dorrie,Vergara,42000.000000,HY4567D,economica,Demorado
91,Dot,Pizarro,18000.000000,IB0800A,economica,Aterrizado
172,Dudley,Figueroa,42000.000000,BA2491A,economica,Aterrizado
173,Dulcea,Riquelme,25000.000000,BA2491A,economica,Aterrizado
80,Dunstan,Morales,20000.000000,BA2491A,ejecutiva,Aterrizado
345,Dur,Escobar,25000.000000,GU2345F,economica,En Vuelo
138,Dwight,Bustamante,42000.000000,TU6789B,premium,Aterrizado
166,Dyann,Pizarro,50000.000000,TU6789B,ejecutiva,Aterrizado
487,Earle,Saavedra,30000.000000,FR5678G,ejecutiva,En Horario
241,Easter,Pizarro,30000.000000,MM0987B,ejecutiva,En Horario
253,Ed,Vega,18000.000000,TU6789B,economica,Aterrizado
205,Eden,Palma,18000.000000,TU6789B,economica,Aterrizado
163,Edlin,Tapia,20000.000000,TU6789B,ejecutiva,Aterrizado
580,Edwina,Palma,42000.000000,MM0987B,economica,En Horario
493,Efrem,Vargas,20000.000000,FR5678G,economica,En Horario
465,Egan,Castro,10000.000000,FR5678G,ejecutiva,En Horario
122,Eleonora,Vidal,42000.000000,BA2491A,economica,Aterrizado
388,Elinor,Tapia,33000.000000,HY4567D,economica,Demorado
123,Eliot,Salinas,12000.000000,BA2491A,economica,Aterrizado
441,Elita,Venegas,18000.000000,IB0800A,economica,Aterrizado
491,Emanuel,Romero,30000.000000,FR5678G,economica,En Horario
365,Emlyn,Ortega,50000.000000,HY4567D,premium,Demorado
484,Emmaline,Ortiz,37000.000000,FR5678G,ejecutiva,En Horario
263,Emmit,Navarro,12000.000000,GU2345F,premium,En Vuelo
564,Emory,Aguilera,37000.000000,BR3456J,economica,Demorado
313,Erda,Tapia,37000.000000,GU2345F,economica,En Vuelo
112,Eric,Saavedra,50000.000000,MM0987B,ejecutiva,En Horario
343,Erica,Vargas,10000.000000,GU2345F,economica,En Vuelo
596,Erna,Romero,33000.000000,BA2491A,economica,Aterrizado
8,Ernesta,Araya,37000.000000,BA2491A,premium,Aterrizado
188,Ernestus,Navarro,12000.000000,TU6789B,economica,Aterrizado
527,Estella,Soto,20000.000000,FR5678G,economica,En Horario
314,Ethe,Reyes,20000.000000,GU2345F,economica,En Vuelo
13,Eugene,Tapia,50000.000000,BA2491A,premium,Aterrizado
425,Evelyn,Lagos,10000.000000,HY4567D,economica,Demorado
371,Evin,Romero,12000.000000,HY4567D,ejecutiva,Demorado
559,Ezekiel,Ortiz,20000.000000,BR3456J,ejecutiva,Demorado
195,Fan,Escobar,18000.000000,BA2491A,economica,Aterrizado
101,Farley,Vera,12000.000000,IB0800A,economica,Aterrizado
474,Fayre,Miranda,18000.000000,FR5678G,ejecutiva,En Horario
266,Felicdad,Romero,18000.000000,GU2345F,premium,En Vuelo
469,Felike,Jara,33000.000000,FR5678G,ejecutiva,En Horario
597,Ferd,Alonso,25000.000000,BA2491A,economica,Aterrizado
94,Ferdie,Jara,15000.000000,IB0800A,economica,Aterrizado
245,Fidelia,Vergara,12000.000000,TU6789B,economica,Aterrizado
210,Filbert,Alvarado,20000.000000,TU6789B,economica,Aterrizado
443,Fina,Mendoza,42000.000000,IB0800A,economica,Aterrizado
537,Flo,Castillo,42000.000000,FR5678G,economica,En Horario
86,Flora,Valenzuela,33000.000000,IB0800A,economica,Aterrizado
412,Flore,Saavedra,30000.000000,HY4567D,economica,Demorado
476,Florella,Vera,25000.000000,FR5678G,ejecutiva,En Horario
214,Floria,Toro,12000.000000,TU6789B,economica,Aterrizado
350,Florida,Lagos,37000.000000,HY4567D,premium,Demorado
229,Fran,Silva,30000.000000,BA2491A,economica,Aterrizado
192,Franchot,Aravena,12000.000000,TU6789B,economica,Aterrizado
473,Francine,Riquelme,42000.000000,FR5678G,ejecutiva,En Horario
321,Frans,Rivera,33000.000000,BA2491A,economica,Aterrizado
246,Frayda,Rivera,30000.000000,TU6789B,economica,Aterrizado
488,Fred,Navarro,25000.000000,FR5678G,economica,En Horario
544,Freda,Jara,42000.000000,BR3456J,premium,Demorado
70,Freddie,Moreno,12000.000000,IB0800A,ejecutiva,Aterrizado
372,Fredia,Alonso,20000.000000,HY4567D,ejecutiva,Demorado
41,Gabbey,Romero,37000.000000,MM0987B,premium,En Horario
541,Gabbie,Pizarro,42000.000000,FR5678G,economica,En Horario
238,Gaelan,Tapia,25000.000000,MM0987B,ejecutiva,En Horario
411,Galen,Salazar,50000.000000,HY4567D,economica,Demorado
458,Galvan,Araya,33000.000000,FR5678G,premium,En Horario
268,Gardie,Vargas,12000.000000,GU2345F,premium,En Vuelo
334,Gauthier,Ortiz,12000.000000,GU2345F,economica,En Vuelo
2,Gayle,Soto,30000.000000,MM0987B,premium,En Horario
327,Gene,Molina,15000.000000,GU2345F,economica,En Vuelo
216,Genevra,Venegas,10000.000000,TU6789B,economica,Aterrizado
59,George,Navarrete,30000.000000,MM0987B,ejecutiva,En Horario
230,George,Morales,15000.000000,TU6789B,economica,Aterrizado
588,Ginnie,Bustamante,15000.000000,BR3456J,economica,Demorado
451,Graehme,Rojas,18000.000000,FR5678G,premium,En Horario
480,Grayce,Sandoval,33000.000000,FR5678G,ejecutiva,En Horario
557,Gretna,Olivares,42000.000000,BR3456J,ejecutiva,Demorado
357,Grier,Sanhueza,42000.000000,HY4567D,premium,Demorado
567,Gui,Aravena,20000.000000,IB0800A,economica,Aterrizado
111,Guillaume,Salazar,37000.000000,MM0987B,ejecutiva,En Horario
535,Guillermo,Espinoza,42000.000000,FR5678G,economica,En Horario
89,Gustie,Reyes,42000.000000,IB0800A,economica,Aterrizado
154,Gusty,Silva,10000.000000,BA2491A,economica,Aterrizado
273,Guy,Salinas,42000.000000,GU2345F,ejecutiva,En Vuelo
481,Harv,Orellana,42000.000000,FR5678G,ejecutiva,En Horario
514,Hashim,Toro,50000.000000,FR5678G,economica,En Horario
562,Hayden,Saavedra,30000.000000,BR3456J,economica,Demorado
361,Hayes,Donoso,10000.000000,HY4567D,premium,Demorado
317,Helen-elizabeth,Carrasco,20000.000000,GU2345F,economica,En Vuelo
331,Henrie,Orellana,50000.000000,GU2345F,economica,En Vuelo
4,Henrieta,Silva,30000.000000,IB0800A,premium,Aterrizado
482,Hersh,Olivares,33000.000000,FR5678G,ejecutiva,En Horario
341,Hesther,Romero,15000.000000,GU2345F,economica,En Vuelo
363,Hesther,Bustamante,33000.000000,HY4567D,premium,Demorado
373,Hetti,Navarro,30000.000000,HY4567D,ejecutiva,Demorado
198,Hilary,Salinas,37000.000000,BA2491A,economica,Aterrizado
279,Hilly,Pino,30000.000000,GU2345F,ejecutiva,En Vuelo
144,Hiram,Ruiz,20000.000000,BA2491A,economica,Aterrizado
522,Holden,Alonso,50000.000000,FR5678G,economica,En Horario
36,Homer,Salazar,18000.000000,MM0987B,premium,En Horario
442,Hyacinthia,Guerrero,25000.000000,IB0800A,economica,Aterrizado
497,Hyatt,Vidal,20000.000000,FR5678G,economica,En Horario
114,Ian,Aguilera,42000.000000,MM0987B,ejecutiva,En Horario
409,Immanuel,Ortiz,33000.000000,HY4567D,economica,Demorado
306,Irena,Fuentes,20000.000000,MM0987B,economica,En Horario
518,Irv,Mendoza,15000.000000,FR5678G,economica,En Horario
207,Isak,Sanhueza,20000.000000,TU6789B,economica,Aterrizado
7,Iver,Torres,12000.000000,BA2491A,premium,Aterrizado
380,Ivonne,Morales,20000.000000,HY4567D,ejecutiva,Demorado
186,Jacinda,Salazar,50000.000000,TU6789B,economica,Aterrizado
68,Jacquelin,Mendoza,30000.000000,IB0800A,ejecutiva,Aterrizado
533,Jan,Araya,18000.000000,FR5678G,economica,En Horario
218,Janeta,Mendoza,10000.000000,TU6789B,economica,Aterrizado
486,Janine,Salazar,50000.000000,FR5678G,ejecutiva,En Horario
415,Jaquenette,Parra,25000.000000,HY4567D,economica,Demorado
499,Jefferey,Godoy,10000.000000,FR5678G,economica,En Horario
18,Jehanna,Herrera,50000.000000,BA2491A,premium,Aterrizado
151,Jenna,Rojas,30000.000000,TU6789B,ejecutiva,Aterrizado
85,Jenna,Espinoza,25000.000000,IB0800A,economica,Aterrizado
256,Jennifer,Orellana,15000.000000,GU2345F,premium,En Vuelo
462,Jenny,Castillo,33000.000000,FR5678G,ejecutiva,En Horario
479,Jermayne,Campos,33000.000000,FR5678G,ejecutiva,En Horario
439,Jerrylee,Toro,10000.000000,HY4567D,economica,Demorado
340,Jessamine,Parra,18000.000000,GU2345F,economica,En Vuelo
51,Jesselyn,Maldonado,30000.000000,IB0800A,ejecutiva,Aterrizado
126,Jillana,Maldonado,18000.000000,BA2491A,economica,Aterrizado
170,Jodi,Vergara,30000.000000,BA2491A,economica,Aterrizado
58,Joelle,Carvajal,37000.000000,MM0987B,premium,En Horario
215,Johannes,Ortega,18000.000000,TU6789B,economica,Aterrizado
14,Johnny,Reyes,33000.000000,MM0987B,premium,En Horario
571,Josefina,Ruiz,30000.000000,IB0800A,economica,Aterrizado
299,Joshia,Torres,33000.000000,GU2345F,economica,En Vuelo
543,Judas,Herrera,10000.000000,BR3456J,premium,Demorado
453,Jude,Contreras,12000.000000,FR5678G,premium,En Horario
33,Julina,Gallardo,33000.000000,MM0987B,premium,En Horario
423,Justino,Salinas,18000.000000,HY4567D,economica,Demorado
140,Kaile,Ortega,33000.000000,TU6789B,premium,Aterrizado
283,Karen,Carvajal,20000.000000,GU2345F,ejecutiva,En Vuelo
304,Karie,Silva,25000.000000,GU2345F,economica,En Vuelo
16,Karim,Pizarro,25000.000000,MM0987B,premium,En Horario
593,Karon,Mendoza,10000.000000,BR3456J,economica,Demorado
282,Kassi,Sanhueza,37000.000000,GU2345F,ejecutiva,En Vuelo
17,Katey,Carrasco,42000.000000,MM0987B,premium,En Horario
404,Katina,Campos,20000.000000,HY4567D,economica,Demorado
536,Katlin,Valenzuela,25000.000000,FR5678G,economica,En Horario
46,Katrine,Ruiz,25000.000000,IB0800A,premium,Aterrizado
512,Keene,Poblete,25000.000000,FR5678G,economica,En Horario
446,Keith,Romero,20000.000000,FR5678G,premium,En Horario
260,Kelly,Garrido,37000.000000,GU2345F,premium,En Vuelo
291,Kendell,Venegas,25000.000000,GU2345F,ejecutiva,En Vuelo
53,Kendre,Medina,25000.000000,IB0800A,ejecutiva,Aterrizado
403,Kennan,Vega,12000.000000,HY4567D,economica,Demorado
478,Ki,Vega,42000.000000,FR5678G,ejecutiva,En Horario
3,Kimberlee,Contreras,33000.000000,BA2491A,premium,Aterrizado
574,Kimberley,Godoy,18000.000000,BR3456J,economica,Demorado
93,Kipp,Herrera,15000.000000,IB0800A,economica,Aterrizado
374,Kirk,Torres,30000.000000,HY4567D,ejecutiva,Demorado
592,Kirstin,Guerrero,12000.000000,BR3456J,economica,Demorado
222,Klarrisa,Alonso,18000.000000,TU6789B,economica,Aterrizado
167,Koenraad,Carrasco,20000.000000,TU6789B,ejecutiva,Aterrizado
278,Korella,Medina,33000.000000,GU2345F,ejecutiva,En Vuelo
37,Kori,Saavedra,50000.000000,MM0987B,premium,En Horario
420,Krishna,Escobar,50000.000000,HY4567D,economica,Demorado
419,Krystyna,Leiva,50000.000000,HY4567D,economica,Demorado
52,Kylila,Bustos,12000.000000,IB0800A,ejecutiva,Aterrizado
65,Kyrstin,Ortega,37000.000000,IB0800A,ejecutiva,Aterrizado
581,Lacey,Moreno,50000.000000,MM0987B,economica,En Horario
582,Laetitia,Sanhueza,33000.000000,MM0987B,economica,En Horario
408,Lamont,Gallardo,33000.000000,HY4567D,economica,Demorado
164,Larina,Reyes,18000.000000,TU6789B,ejecutiva,Aterrizado
470,Laughton,Vergara,15000.000000,FR5678G,ejecutiva,En Horario
145,Leeanne,Moreno,15000.000000,TU6789B,premium,Aterrizado
280,Leeanne,Palma,10000.000000,GU2345F,ejecutiva,En Vuelo
495,Lefty,Escobar,50000.000000,FR5678G,economica,En Horario
179,Leigh,Campos,37000.000000,TU6789B,ejecutiva,Aterrizado
344,Lemmie,Leiva,18000.000000,GU2345F,economica,En Vuelo
90,Lena,Castro,25000.000000,IB0800A,economica,Aterrizado
191,Lenci,Romero,42000.000000,TU6789B,economica,Aterrizado
548,Leo,Riquelme,42000.000000,MM0987B,economica,En Horario
54,Lesya,Pino,15000.000000,IB0800A,ejecutiva,Aterrizado
467,Letta,Carrasco,10000.000000,FR5678G,ejecutiva,En Horario
432,Lia,Sanhueza,20000.000000,HY4567D,economica,Demorado
287,Liana,Poblete,15000.000000,GU2345F,ejecutiva,En Vuelo
594,Libbey,Ruiz,42000.000000,BA2491A,economica,Aterrizado
199,Lina,Godoy,12000.000000,TU6789B,economica,Aterrizado
375,Lissy,Ramos,37000.000000,HY4567D,ejecutiva,Demorado
239,Livy,Reyes,20000.000000,MM0987B,ejecutiva,En Horario
100,Lodovico,Bravo,18000.000000,IB0800A,economica,Aterrizado
532,Lona,Torres,30000.000000,FR5678G,economica,En Horario
578,Lonna,Medina,10000.000000,BR3456J,economica,Demorado
27,Lonnard,Molina,50000.000000,IB0800A,premium,Aterrizado
62,Lonni,Poblete,50000.000000,MM0987B,ejecutiva,En Horario
73,Lorettalorna,Navarro,25000.000000,MM0987B,ejecutiva,En Horario
573,Loria,Salinas,25000.000000,IB0800A,economica,Aterrizado
308,Lorna,Araya,42000.000000,MM0987B,economica,En Horario
254,Lothaire,Campos,12000.000000,TU6789B,economica,Aterrizado
40,Loy,Parra,15000.000000,MM0987B,premium,En Horario
459,Lucienne,Flores,25000.000000,FR5678G,premium,En Horario
440,Lucky,Ortega,42000.000000,IB0800A,economica,Aterrizado
555,Luis,Sandoval,12000.000000,MM0987B,economica,En Horario
369,Lydia,Ruiz,15000.000000,HY4567D,ejecutiva,Demorado
109,Lynea,Ortiz,20000.000000,MM0987B,ejecutiva,En Horario
336,Lynett,Salazar,37000.000000,GU2345F,economica,En Vuelo
545,Lynn,Vergara,37000.000000,BR3456J,ejecutiva,Demorado
362,Lynnette,Poblete,37000.000000,HY4567D,premium,Demorado
332,Mab,Olivares,25000.000000,GU2345F,economica,En Vuelo
284,Mac,Navarrete,20000.000000,GU2345F,ejecutiva,En Vuelo
129,Maddie,Pino,33000.000000,TU6789B,premium,Aterrizado
393,Maddy,Herrera,25000.000000,HY4567D,economica,Demorado
379,Maddy,Silva,25000.000000,HY4567D,ejecutiva,Demorado
538,Madel,Tapia,12000.000000,FR5678G,economica,En Horario
387,Maia,Castillo,10000.000000,HY4567D,economica,Demorado
117,Maible,Aravena,18000.000000,MM0987B,ejecutiva,En Horario
127,Mallorie,Bustos,30000.000000,TU6789B,premium,Aterrizado
113,Marcellus,Navarro,30000.000000,MM0987B,ejecutiva,En Horario
67,Marcellus,Guerrero,50000.000000,IB0800A,ejecutiva,Aterrizado
133,Marcile,Carvajal,30000.000000,TU6789B,premium,Aterrizado
275,Margalit,Lagos,15000.000000,GU2345F,ejecutiva,En Vuelo
25,Margarete,Bravo,50000.000000,BA2491A,ejecutiva,Aterrizado
60,Margaretha,Alvarado,10000.000000,MM0987B,ejecutiva,En Horario
328,Margeaux,Vega,18000.000000,GU2345F,economica,En Vuelo
472,Marianne,Figueroa,33000.000000,FR5678G,ejecutiva,En Horario
143,Marina,Mendoza,12000.000000,TU6789B,premium,Aterrizado
285,Marsiella,Alvarado,20000.000000,GU2345F,ejecutiva,En Vuelo
66,Martino,Venegas,15000.000000,IB0800A,ejecutiva,Aterrizado
575,Martyn,Lagos,25000.000000,BR3456J,economica,Demorado
385,Marylee,Espinoza,50000.000000,HY4567D,economica,Demorado
39,Marysa,Aguilera,20000.000000,MM0987B,premium,En Horario
437,Matelda,Poblete,18000.000000,HY4567D,economica,Demorado
333,Mathe,Gallardo,12000.000000,GU2345F,economica,En Vuelo
201,Matias,Maldonado,33000.000000,TU6789B,economica,Aterrizado
549,Maurie,Miranda,50000.000000,MM0987B,economica,En Horario
